"","ISO","Year","Infant mortality rate","Under 5 mortality rate","Neonatal mortality rate","Maternal mortality rate"
"1","ABW",2000,NA,NA,NA,NA
"2","ABW",2001,NA,NA,NA,NA
"3","ABW",2002,NA,NA,NA,NA
"4","ABW",2003,NA,NA,NA,NA
"5","ABW",2004,NA,NA,NA,NA
"6","ABW",2005,NA,NA,NA,NA
"7","ABW",2006,NA,NA,NA,NA
"8","ABW",2007,NA,NA,NA,NA
"9","ABW",2008,NA,NA,NA,NA
"10","ABW",2009,NA,NA,NA,NA
"11","ABW",2010,NA,NA,NA,NA
"12","ABW",2011,NA,NA,NA,NA
"13","ABW",2012,NA,NA,NA,NA
"14","ABW",2013,NA,NA,NA,NA
"15","ABW",2014,NA,NA,NA,NA
"16","ABW",2015,NA,NA,NA,NA
"17","ABW",2016,NA,NA,NA,NA
"18","ABW",2017,NA,NA,NA,NA
"19","ABW",2018,NA,NA,NA,NA
"20","ABW",2019,NA,NA,NA,NA
"21",NA,2000,85.55713132,137.5449914,37.67115207,777
"22",NA,2001,82.53188388,132.1296314,36.86857678,751
"23",NA,2002,79.36310008,126.4633285,36.03043776,732
"24",NA,2003,76.24338583,120.8348265,35.1846309,710
"25",NA,2004,73.22076952,115.4043538,34.32607447,680
"26",NA,2005,70.28120223,110.1448593,33.50210187,643
"27",NA,2006,67.58222948,105.2067126,32.74777947,608
"28",NA,2007,64.90957431,100.2209939,31.97290805,577
"29",NA,2008,62.38313267,95.33053644,31.262069,551
"30",NA,2009,59.98633496,90.5094233,30.56522362,526
"31",NA,2010,57.79580247,86.11572214,29.88193945,501
"32",NA,2011,55.67965817,82.05748353,29.22051347,480
"33",NA,2012,53.73743013,78.25007097,28.57428522,462
"34",NA,2013,52.00407493,74.81667325,27.95688633,446
"35",NA,2014,50.41558946,71.79495789,27.348936,433
"36",NA,2015,48.95864126,69.13815746,26.7837127,419
"37",NA,2016,47.52724371,66.51592775,26.22490573,408
"38",NA,2017,46.1081401,64.24399372,25.69128825,398
"39",NA,2018,44.79522074,62.07293632,25.13165636,NA
"40",NA,2019,43.59125166,60.05415038,24.5979354,NA
"41","AFG",2000,90.5,129.2,60.9,1450
"42","AFG",2001,87.9,125.2,59.7,1390
"43","AFG",2002,85.3,121.1,58.5,1300
"44","AFG",2003,82.7,116.9,57.2,1240
"45","AFG",2004,80,112.6,55.9,1180
"46","AFG",2005,77.3,108.4,54.6,1140
"47","AFG",2006,74.6,104.1,53.2,1120
"48","AFG",2007,71.9,99.9,51.7,1090
"49","AFG",2008,69.2,95.7,50.3,1030
"50","AFG",2009,66.7,91.7,48.9,993
"51","AFG",2010,64.2,87.8,47.4,954
"52","AFG",2011,61.8,84,46,905
"53","AFG",2012,59.5,80.3,44.6,858
"54","AFG",2013,57.3,76.9,43.2,810
"55","AFG",2014,55.2,73.6,41.9,786
"56","AFG",2015,53.2,70.4,40.5,701
"57","AFG",2016,51.3,67.5,39.3,673
"58","AFG",2017,49.5,64.8,38.2,638
"59","AFG",2018,47.9,62.3,37.2,NA
"60","AFG",2019,46.4,60.1,36.1,NA
"61",NA,2000,99.16617376,169.4711147,43.95216135,1000
"62",NA,2001,96.5793404,164.3553376,42.90921397,987
"63",NA,2002,93.92350562,158.9838056,41.84866308,973
"64",NA,2003,91.2442253,153.6297794,40.86544028,954
"65",NA,2004,88.57660878,148.2783528,39.90788885,924
"66",NA,2005,86.0171123,143.1011193,39.00919165,890
"67",NA,2006,83.53945121,138.1644716,38.21358493,858
"68",NA,2007,81.17597055,133.4750447,37.51933436,834
"69",NA,2008,79.00153677,129.1176461,36.88893011,821
"70",NA,2009,77.02490628,125.0638226,36.26164215,810
"71",NA,2010,75.16024311,121.38325,35.69794091,798
"72",NA,2011,73.5080295,118.0393257,35.19385313,789
"73",NA,2012,71.96530018,114.9971079,34.74189555,778
"74",NA,2013,70.55418322,112.1911899,34.35797657,767
"75",NA,2014,69.24899712,109.6962866,33.95211279,758
"76",NA,2015,68.00160289,107.2916927,33.57905619,744
"77",NA,2016,66.67483055,104.637694,33.16771618,729
"78",NA,2017,65.31384172,102.0320864,32.72579699,717
"79",NA,2018,63.87577856,99.29113974,32.21974168,NA
"80",NA,2019,62.35233279,96.49428924,31.73890801,NA
"81","AGO",2000,121.5,204.4,50.3,827
"82","AGO",2001,118.2,198.4,49.2,766
"83","AGO",2002,114.5,191.5,48,690
"84","AGO",2003,110.4,183.8,46.5,628
"85","AGO",2004,105.7,175.1,45.1,574
"86","AGO",2005,100.9,166.1,43.5,519
"87","AGO",2006,95.7,156.4,42,473
"88","AGO",2007,90.6,147,40.5,431
"89","AGO",2008,85.5,137.7,39,395
"90","AGO",2009,80.6,128.7,37.7,359
"91","AGO",2010,75.9,120.4,36.3,326
"92","AGO",2011,71.5,112.5,35.1,300
"93","AGO",2012,67.4,105.1,33.8,281
"94","AGO",2013,63.7,98.5,32.7,269
"95","AGO",2014,60.5,92.9,31.7,258
"96","AGO",2015,57.7,88.1,30.8,251
"97","AGO",2016,55.5,84.1,30,246
"98","AGO",2017,53.5,80.6,29.2,241
"99","AGO",2018,51.7,77.3,28.6,NA
"100","AGO",2019,49.9,74.2,27.9,NA
"101","ALB",2000,24.1,27.2,12.1,23
"102","ALB",2001,22.9,25.8,11.8,23
"103","ALB",2002,21.7,24.4,11.4,21
"104","ALB",2003,20.4,23,11.1,21
"105","ALB",2004,19.1,21.5,10.9,18
"106","ALB",2005,17.8,20,10.6,22
"107","ALB",2006,16.6,18.5,10,18
"108","ALB",2007,15.3,17.1,9.2,19
"109","ALB",2008,14.1,15.8,8.3,20
"110","ALB",2009,12.9,14.5,7.4,20
"111","ALB",2010,11.8,13.3,6.7,21
"112","ALB",2011,10.8,12.1,6.2,22
"113","ALB",2012,10,11.2,6,17
"114","ALB",2013,9.3,10.4,5.9,16
"115","ALB",2014,8.8,9.9,5.9,16
"116","ALB",2015,8.5,9.6,6,15
"117","ALB",2016,8.4,9.4,6.3,16
"118","ALB",2017,8.4,9.4,6.7,15
"119","ALB",2018,8.5,9.5,7.1,NA
"120","ALB",2019,8.6,9.7,7.5,NA
"121","AND",2000,7.3,8.2,3.8,NA
"122","AND",2001,6.9,7.7,3.6,NA
"123","AND",2002,6.5,7.3,3.3,NA
"124","AND",2003,6.2,6.9,3.2,NA
"125","AND",2004,5.9,6.5,3,NA
"126","AND",2005,5.6,6.1,2.9,NA
"127","AND",2006,5.3,5.8,2.7,NA
"128","AND",2007,5,5.4,2.6,NA
"129","AND",2008,4.7,5.1,2.5,NA
"130","AND",2009,4.4,4.8,2.3,NA
"131","AND",2010,4.1,4.5,2.2,NA
"132","AND",2011,3.9,4.2,2.1,NA
"133","AND",2012,3.7,4,2,NA
"134","AND",2013,3.5,3.8,1.9,NA
"135","AND",2014,3.3,3.5,1.8,NA
"136","AND",2015,3.1,3.3,1.7,NA
"137","AND",2016,2.9,3.2,1.6,NA
"138","AND",2017,2.8,3,1.5,NA
"139","AND",2018,2.6,2.8,1.4,NA
"140","AND",2019,2.5,2.7,1.4,NA
"141",NA,2000,44.09256936,60.55947269,25.43366271,250
"142",NA,2001,42.80036294,58.68500273,24.93281577,243
"143",NA,2002,41.50108659,56.84083698,24.44103019,235
"144",NA,2003,40.27458816,55.05752876,23.9299708,235
"145",NA,2004,39.03268064,53.26149867,23.37480051,226
"146",NA,2005,37.82395227,51.51764004,22.8193077,214
"147",NA,2006,36.61907387,49.7665975,22.23770667,211
"148",NA,2007,35.39824616,47.994989,21.65908974,201
"149",NA,2008,34.18125018,46.19507879,21.01697136,188
"150",NA,2009,33.03302876,44.47126503,20.42271206,180
"151",NA,2010,31.98699405,42.96973593,19.81082997,174
"152",NA,2011,31.1429479,41.75459068,19.32042084,167
"153",NA,2012,30.64680617,41.36755449,18.88427645,163
"154",NA,2013,30.00549986,40.60593811,18.45402447,157
"155",NA,2014,29.35539374,39.65857468,18.00301048,156
"156",NA,2015,28.69596462,38.62730663,17.61914483,153
"157",NA,2016,28.08376594,37.68171538,17.33249392,152
"158",NA,2017,27.29272157,36.23137417,17.11626306,149
"159",NA,2018,26.82549778,35.61514683,16.87736007,NA
"160",NA,2019,26.33280639,34.88575942,16.65764201,NA
"161","ARE",2000,9.6,11.1,5.9,6
"162","ARE",2001,9.3,10.9,5.7,6
"163","ARE",2002,9.1,10.6,5.6,5
"164","ARE",2003,8.9,10.3,5.5,5
"165","ARE",2004,8.6,10.1,5.3,5
"166","ARE",2005,8.4,9.8,5.2,5
"167","ARE",2006,8.2,9.6,5.1,4
"168","ARE",2007,8.1,9.4,5,4
"169","ARE",2008,7.9,9.2,4.9,4
"170","ARE",2009,7.6,8.9,4.8,4
"171","ARE",2010,7.4,8.7,4.6,4
"172","ARE",2011,7.2,8.4,4.5,4
"173","ARE",2012,7,8.2,4.4,4
"174","ARE",2013,6.8,8,4.3,3
"175","ARE",2014,6.7,7.8,4.2,3
"176","ARE",2015,6.5,7.6,4.1,3
"177","ARE",2016,6.3,7.4,4,3
"178","ARE",2017,6.2,7.2,3.9,3
"179","ARE",2018,6,7,3.8,NA
"180","ARE",2019,5.8,6.8,3.7,NA
"181","ARG",2000,17.5,19.6,11,66
"182","ARG",2001,16.9,18.9,11,67
"183","ARG",2002,16.4,18.3,10.8,65
"184","ARG",2003,15.8,17.7,10.3,65
"185","ARG",2004,15.3,17.1,9.7,61
"186","ARG",2005,14.8,16.5,9.1,59
"187","ARG",2006,14.4,16.1,8.7,57
"188","ARG",2007,14,15.7,8.4,56
"189","ARG",2008,13.7,15.3,8.1,53
"190","ARG",2009,13.3,14.9,7.8,56
"191","ARG",2010,12.9,14.5,7.6,51
"192","ARG",2011,12.4,13.9,7.5,48
"193","ARG",2012,11.9,13.3,7.6,47
"194","ARG",2013,11.3,12.7,7.4,44
"195","ARG",2014,10.8,12.1,6.9,42
"196","ARG",2015,10.2,11.5,6.5,41
"197","ARG",2016,9.7,10.9,6.4,40
"198","ARG",2017,9.2,10.3,6.3,39
"199","ARG",2018,8.6,9.7,6,NA
"200","ARG",2019,8.1,9.1,5.3,NA
"201","ARM",2000,27,30.6,16.1,43
"202","ARM",2001,25.7,29.1,15.3,42
"203","ARM",2002,24.5,27.7,14.5,39
"204","ARM",2003,23.3,26.3,13.8,38
"205","ARM",2004,22.2,25,13.1,36
"206","ARM",2005,21.1,23.7,12.5,35
"207","ARM",2006,20,22.5,11.9,36
"208","ARM",2007,19,21.4,11.3,32
"209","ARM",2008,18.1,20.3,10.7,36
"210","ARM",2009,17.2,19.2,10.1,32
"211","ARM",2010,16.3,18.3,9.6,32
"212","ARM",2011,15.5,17.3,9.1,30
"213","ARM",2012,14.7,16.4,8.7,30
"214","ARM",2013,14,15.6,8.2,26
"215","ARM",2014,13.3,14.8,7.8,27
"216","ARM",2015,12.6,14.1,7.4,28
"217","ARM",2016,12,13.4,7,26
"218","ARM",2017,11.3,12.7,6.7,26
"219","ARM",2018,10.8,12.1,6.4,NA
"220","ARM",2019,10.2,11.5,6,NA
"221","ASM",2000,NA,NA,NA,NA
"222","ASM",2001,NA,NA,NA,NA
"223","ASM",2002,NA,NA,NA,NA
"224","ASM",2003,NA,NA,NA,NA
"225","ASM",2004,NA,NA,NA,NA
"226","ASM",2005,NA,NA,NA,NA
"227","ASM",2006,NA,NA,NA,NA
"228","ASM",2007,NA,NA,NA,NA
"229","ASM",2008,NA,NA,NA,NA
"230","ASM",2009,NA,NA,NA,NA
"231","ASM",2010,NA,NA,NA,NA
"232","ASM",2011,NA,NA,NA,NA
"233","ASM",2012,NA,NA,NA,NA
"234","ASM",2013,NA,NA,NA,NA
"235","ASM",2014,NA,NA,NA,NA
"236","ASM",2015,NA,NA,NA,NA
"237","ASM",2016,NA,NA,NA,NA
"238","ASM",2017,NA,NA,NA,NA
"239","ASM",2018,NA,NA,NA,NA
"240","ASM",2019,NA,NA,NA,NA
"241","ATG",2000,12.6,15.5,9.7,44
"242","ATG",2001,12.3,15.1,9.5,44
"243","ATG",2002,11.9,14.6,9.3,43
"244","ATG",2003,11.5,14.1,8.9,44
"245","ATG",2004,11,13.5,8.6,41
"246","ATG",2005,10.6,12.9,8.2,40
"247","ATG",2006,10.1,12.3,7.7,46
"248","ATG",2007,9.6,11.7,7.3,48
"249","ATG",2008,9.2,11.1,6.8,50
"250","ATG",2009,8.7,10.6,6.3,45
"251","ATG",2010,8.3,10,5.8,44
"252","ATG",2011,7.9,9.5,5.4,43
"253","ATG",2012,7.5,9,5.1,44
"254","ATG",2013,7.1,8.5,4.7,43
"255","ATG",2014,6.8,8.1,4.5,42
"256","ATG",2015,6.5,7.8,4.2,43
"257","ATG",2016,6.2,7.4,4.1,43
"258","ATG",2017,6,7.1,3.9,42
"259","ATG",2018,5.8,6.9,3.8,NA
"260","ATG",2019,5.6,6.6,3.6,NA
"261","AUS",2000,5.1,6.2,3.5,7
"262","AUS",2001,5,6.1,3.5,6
"263","AUS",2002,5,6,3.4,6
"264","AUS",2003,4.9,5.9,3.4,6
"265","AUS",2004,4.8,5.8,3.3,5
"266","AUS",2005,4.8,5.7,3.2,5
"267","AUS",2006,4.7,5.6,3.1,5
"268","AUS",2007,4.5,5.4,3,5
"269","AUS",2008,4.4,5.2,2.9,5
"270","AUS",2009,4.2,5,2.8,5
"271","AUS",2010,4,4.8,2.7,5
"272","AUS",2011,3.8,4.5,2.6,6
"273","AUS",2012,3.6,4.3,2.5,6
"274","AUS",2013,3.5,4.1,2.4,6
"275","AUS",2014,3.4,4,2.4,6
"276","AUS",2015,3.3,3.9,2.3,6
"277","AUS",2016,3.2,3.8,2.3,6
"278","AUS",2017,3.2,3.8,2.3,6
"279","AUS",2018,3.2,3.7,2.3,NA
"280","AUS",2019,3.2,3.7,2.4,NA
"281","AUT",2000,4.6,5.5,3.1,6
"282","AUT",2001,4.5,5.4,3.1,6
"283","AUT",2002,4.4,5.3,3.1,6
"284","AUT",2003,4.3,5.2,3,6
"285","AUT",2004,4.2,5.1,2.9,5
"286","AUT",2005,4.1,4.9,2.8,6
"287","AUT",2006,3.9,4.7,2.8,5
"288","AUT",2007,3.8,4.6,2.7,5
"289","AUT",2008,3.8,4.5,2.6,5
"290","AUT",2009,3.7,4.5,2.6,5
"291","AUT",2010,3.6,4.3,2.5,5
"292","AUT",2011,3.5,4.2,2.4,5
"293","AUT",2012,3.3,4,2.4,5
"294","AUT",2013,3.2,3.9,2.3,5
"295","AUT",2014,3.1,3.8,2.3,5
"296","AUT",2015,3,3.7,2.2,5
"297","AUT",2016,3,3.6,2.2,5
"298","AUT",2017,2.9,3.6,2.2,5
"299","AUT",2018,2.9,3.6,2.2,NA
"300","AUT",2019,2.9,3.6,2.3,NA
"301","AZE",2000,60.9,74.4,34.3,47
"302","AZE",2001,57.2,69.3,32.8,44
"303","AZE",2002,53.5,64.3,31.3,43
"304","AZE",2003,50.1,59.7,29.8,44
"305","AZE",2004,47,55.6,28.3,39
"306","AZE",2005,44.1,51.9,26.8,42
"307","AZE",2006,41.5,48.6,25.5,35
"308","AZE",2007,39.1,45.5,24.1,34
"309","AZE",2008,36.8,42.7,22.8,32
"310","AZE",2009,34.7,39.9,21.6,32
"311","AZE",2010,32.5,37.3,20.3,31
"312","AZE",2011,30.5,34.9,18.8,30
"313","AZE",2012,28.5,32.5,17.3,29
"314","AZE",2013,26.7,30.3,16,28
"315","AZE",2014,24.9,28.2,14.7,28
"316","AZE",2015,23.3,26.3,13.5,27
"317","AZE",2016,21.8,24.5,12.5,26
"318","AZE",2017,20.3,22.8,11.7,26
"319","AZE",2018,19.2,21.5,10.9,NA
"320","AZE",2019,18.2,20.4,10.4,NA
"321","BDI",2000,94.7,154.5,36.6,1010
"322","BDI",2001,91.9,149.4,36,956
"323","BDI",2002,88.9,143.8,35.4,925
"324","BDI",2003,85.7,138.1,34.8,890
"325","BDI",2004,82.3,131.9,34.1,844
"326","BDI",2005,78.4,124.9,33.2,814
"327","BDI",2006,74.4,117.6,32.3,785
"328","BDI",2007,70.4,110.5,31.3,756
"329","BDI",2008,66.5,103.6,30.2,733
"330","BDI",2009,62.9,97.1,29.2,698
"331","BDI",2010,59.4,91,28.2,665
"332","BDI",2011,56.3,85.5,27.1,635
"333","BDI",2012,53.4,80.3,26.1,608
"334","BDI",2013,50.7,75.5,25.2,591
"335","BDI",2014,48.2,71.3,24.4,576
"336","BDI",2015,46.2,67.6,23.6,568
"337","BDI",2016,44.4,64.4,23,558
"338","BDI",2017,42.7,61.5,22.4,548
"339","BDI",2018,41.3,59,21.8,NA
"340","BDI",2019,39.9,56.6,21.3,NA
"341","BEL",2000,4.8,5.8,3,8
"342","BEL",2001,4.6,5.6,2.8,8
"343","BEL",2002,4.4,5.4,2.8,7
"344","BEL",2003,4.3,5.2,2.7,7
"345","BEL",2004,4.2,5.1,2.7,7
"346","BEL",2005,4,4.9,2.6,7
"347","BEL",2006,4,4.8,2.6,7
"348","BEL",2007,3.9,4.7,2.5,7
"349","BEL",2008,3.8,4.6,2.5,7
"350","BEL",2009,3.7,4.5,2.4,6
"351","BEL",2010,3.6,4.4,2.3,6
"352","BEL",2011,3.6,4.4,2.3,6
"353","BEL",2012,3.5,4.3,2.3,6
"354","BEL",2013,3.4,4.2,2.3,6
"355","BEL",2014,3.3,4.1,2.3,6
"356","BEL",2015,3.3,4.1,2.3,5
"357","BEL",2016,3.3,4.1,2.3,5
"358","BEL",2017,3.3,4.1,2.3,5
"359","BEL",2018,3.4,4.2,2.4,NA
"360","BEL",2019,3.4,4.2,2.4,NA
"361","BEN",2000,85,136.8,39,520
"362","BEN",2001,83.3,133.7,38.3,516
"363","BEN",2002,81.5,130.5,37.6,511
"364","BEN",2003,79.8,127.4,36.8,510
"365","BEN",2004,78.2,124.4,36.2,505
"366","BEN",2005,76.5,121.5,35.8,500
"367","BEN",2006,75,118.8,35.3,493
"368","BEN",2007,73.6,116.2,35,486
"369","BEN",2008,72.2,113.7,34.6,480
"370","BEN",2009,70.9,111.3,34.3,471
"371","BEN",2010,69.6,109,33.9,464
"372","BEN",2011,68.3,106.7,33.5,458
"373","BEN",2012,67,104.4,33.1,450
"374","BEN",2013,65.7,102.1,32.7,441
"375","BEN",2014,64.4,99.8,32.3,432
"376","BEN",2015,63.2,97.6,31.9,421
"377","BEN",2016,61.9,95.4,31.5,408
"378","BEN",2017,60.6,93.2,31.1,397
"379","BEN",2018,59.3,90.9,30.6,NA
"380","BEN",2019,57.9,88.4,30.2,NA
"381","BFA",2000,90.9,178.9,40.7,516
"382","BFA",2001,89.3,174.9,39.9,501
"383","BFA",2002,87.6,170.4,39.2,486
"384","BFA",2003,85.5,165.3,38.3,471
"385","BFA",2004,83.3,159.5,37.2,454
"386","BFA",2005,80.8,153.1,36,437
"387","BFA",2006,78.1,146.3,34.8,422
"388","BFA",2007,75.4,139.5,33.7,410
"389","BFA",2008,72.7,132.9,32.7,401
"390","BFA",2009,70.3,126.9,31.9,393
"391","BFA",2010,68.1,121.5,31.2,385
"392","BFA",2011,66.3,116.9,30.5,377
"393","BFA",2012,64.4,112.5,29.9,369
"394","BFA",2013,62.7,108.3,29.3,362
"395","BFA",2014,61.2,104.5,28.8,353
"396","BFA",2015,59.6,100.9,28.2,343
"397","BFA",2016,58.2,97.5,27.7,331
"398","BFA",2017,56.7,94.1,27.3,320
"399","BFA",2018,55.4,90.8,26.7,NA
"400","BFA",2019,54.1,87.8,26.2,NA
"401","BGD",2000,63.1,86,44,434
"402","BGD",2001,60,81.1,42.2,423
"403","BGD",2002,57,76.5,40.4,410
"404","BGD",2003,54.3,72.3,38.8,395
"405","BGD",2004,51.8,68.3,37.3,372
"406","BGD",2005,49.4,64.6,35.9,343
"407","BGD",2006,47,61,34.5,315
"408","BGD",2007,44.8,57.8,33.1,297
"409","BGD",2008,42.7,54.7,31.8,280
"410","BGD",2009,40.7,51.8,30.6,269
"411","BGD",2010,38.9,49.1,29.4,258
"412","BGD",2011,37.2,46.7,28.2,248
"413","BGD",2012,35.6,44.4,27.1,238
"414","BGD",2013,34,42.2,25.9,227
"415","BGD",2014,32.5,40.1,24.8,214
"416","BGD",2015,31,38.1,23.6,200
"417","BGD",2016,29.6,36.1,22.4,186
"418","BGD",2017,28.2,34.2,20.9,173
"419","BGD",2018,26.8,32.4,19.7,NA
"420","BGD",2019,25.5,30.7,18.5,NA
"421","BGR",2000,14.4,17.5,7.9,19
"422","BGR",2001,13.8,16.7,7.6,18
"423","BGR",2002,13.2,15.9,7.3,17
"424","BGR",2003,12.5,15.1,6.9,16
"425","BGR",2004,11.8,14.2,6.4,16
"426","BGR",2005,11,13.3,6,15
"427","BGR",2006,10.3,12.4,5.6,14
"428","BGR",2007,9.9,11.8,5.3,13
"429","BGR",2008,9.5,11.4,5.2,13
"430","BGR",2009,9.3,11.1,5.2,12
"431","BGR",2010,9,10.8,5.1,12
"432","BGR",2011,8.7,10.4,5,12
"433","BGR",2012,8.2,9.8,4.8,11
"434","BGR",2013,7.8,9.3,4.5,10
"435","BGR",2014,7.3,8.7,4.3,11
"436","BGR",2015,6.9,8.2,4.1,10
"437","BGR",2016,6.5,7.7,3.9,10
"438","BGR",2017,6.1,7.3,3.7,10
"439","BGR",2018,5.8,7,3.4,NA
"440","BGR",2019,5.5,6.6,3.2,NA
"441","BHR",2000,10.7,12.5,4.7,27
"442","BHR",2001,10.3,12,4.4,19
"443","BHR",2002,10,11.6,4.1,25
"444","BHR",2003,9.7,11.3,3.9,21
"445","BHR",2004,9.4,11,3.7,21
"446","BHR",2005,9.1,10.6,3.6,19
"447","BHR",2006,8.8,10.2,3.4,24
"448","BHR",2007,8.4,9.8,3.3,16
"449","BHR",2008,8,9.3,3.2,18
"450","BHR",2009,7.6,8.9,3.2,19
"451","BHR",2010,7.3,8.5,3.2,18
"452","BHR",2011,7,8.2,3.2,15
"453","BHR",2012,6.8,8,3.2,18
"454","BHR",2013,6.7,7.8,3.2,17
"455","BHR",2014,6.6,7.7,3.2,15
"456","BHR",2015,6.5,7.6,3.2,15
"457","BHR",2016,6.4,7.5,3.2,15
"458","BHR",2017,6.3,7.3,3.1,14
"459","BHR",2018,6.1,7.1,3.1,NA
"460","BHR",2019,5.9,7,3,NA
"461","BHS",2000,13.9,16.3,8,75
"462","BHS",2001,14,16.4,8.2,76
"463","BHS",2002,14.1,16.5,8.3,78
"464","BHS",2003,14.3,16.7,8.5,79
"465","BHS",2004,14.4,16.8,8.6,78
"466","BHS",2005,14.4,16.8,8.7,77
"467","BHS",2006,14.3,16.7,8.7,78
"468","BHS",2007,14.1,16.5,8.6,77
"469","BHS",2008,13.9,16.2,8.5,77
"470","BHS",2009,13.6,15.9,8.3,78
"471","BHS",2010,13.3,15.6,8.1,78
"472","BHS",2011,13,15.2,7.9,78
"473","BHS",2012,12.8,14.9,7.8,78
"474","BHS",2013,12.5,14.6,7.7,78
"475","BHS",2014,12.2,14.3,7.5,77
"476","BHS",2015,12,14,7.4,74
"477","BHS",2016,11.7,13.7,7.3,72
"478","BHS",2017,11.4,13.3,7.2,70
"479","BHS",2018,11.2,13,7,NA
"480","BHS",2019,14.5,22.4,6.9,NA
"481","BIH",2000,8.7,9.9,6.9,17
"482","BIH",2001,8.4,9.6,6.5,16
"483","BIH",2002,8.2,9.3,6.2,14
"484","BIH",2003,8.1,9.2,5.9,14
"485","BIH",2004,7.9,9.1,5.7,14
"486","BIH",2005,7.8,8.9,5.5,13
"487","BIH",2006,7.5,8.6,5.4,13
"488","BIH",2007,7.2,8.3,5.3,13
"489","BIH",2008,6.9,7.9,5.3,11
"490","BIH",2009,6.6,7.5,5.2,11
"491","BIH",2010,6.3,7.2,5.1,11
"492","BIH",2011,6,6.9,5,10
"493","BIH",2012,5.8,6.7,4.9,10
"494","BIH",2013,5.6,6.5,4.8,10
"495","BIH",2014,5.5,6.4,4.7,10
"496","BIH",2015,5.4,6.3,4.6,10
"497","BIH",2016,5.3,6.2,4.5,10
"498","BIH",2017,5.3,6.1,4.4,10
"499","BIH",2018,5.2,6,4.3,NA
"500","BIH",2019,5.1,5.9,4.2,NA
"501","BLR",2000,9.9,12.7,6,22
"502","BLR",2001,9.2,11.8,5.5,19
"503","BLR",2002,8.5,10.9,5,18
"504","BLR",2003,7.8,10.1,4.5,15
"505","BLR",2004,7.3,9.4,4,13
"506","BLR",2005,6.7,8.7,3.5,11
"507","BLR",2006,6.2,8,3,9
"508","BLR",2007,5.6,7.3,2.6,7
"509","BLR",2008,5.1,6.6,2.2,6
"510","BLR",2009,4.6,6.1,2,6
"511","BLR",2010,4.3,5.6,1.8,5
"512","BLR",2011,3.9,5.2,1.7,5
"513","BLR",2012,3.7,4.9,1.7,4
"514","BLR",2013,3.5,4.6,1.7,3
"515","BLR",2014,3.3,4.3,1.6,3
"516","BLR",2015,3.1,4.1,1.6,3
"517","BLR",2016,2.9,3.9,1.5,3
"518","BLR",2017,2.7,3.6,1.4,2
"519","BLR",2018,2.5,3.4,1.2,NA
"520","BLR",2019,2.4,3.1,1.1,NA
"521","BLZ",2000,20,23.6,12,89
"522","BLZ",2001,19.4,22.8,11.6,88
"523","BLZ",2002,18.9,22.2,11.1,82
"524","BLZ",2003,18.5,21.7,10.6,80
"525","BLZ",2004,18.2,21.3,10,75
"526","BLZ",2005,17.9,20.9,9.4,70
"527","BLZ",2006,17.6,20.6,8.7,65
"528","BLZ",2007,17.3,20.3,8.4,61
"529","BLZ",2008,17,19.9,8.4,59
"530","BLZ",2009,16.6,19.4,8.7,57
"531","BLZ",2010,16.2,18.9,9.3,54
"532","BLZ",2011,15.7,18.3,10,52
"533","BLZ",2012,15.2,17.7,10.4,50
"534","BLZ",2013,14.6,16.9,10.5,48
"535","BLZ",2014,13.9,16.1,10.4,46
"536","BLZ",2015,13.2,15.3,10.1,43
"537","BLZ",2016,12.5,14.5,9.6,39
"538","BLZ",2017,11.8,13.7,9.1,36
"539","BLZ",2018,11.1,12.9,8.6,NA
"540","BLZ",2019,10.6,12.3,8.1,NA
"541","BMU",2000,NA,NA,NA,NA
"542","BMU",2001,NA,NA,NA,NA
"543","BMU",2002,NA,NA,NA,NA
"544","BMU",2003,NA,NA,NA,NA
"545","BMU",2004,NA,NA,NA,NA
"546","BMU",2005,NA,NA,NA,NA
"547","BMU",2006,NA,NA,NA,NA
"548","BMU",2007,NA,NA,NA,NA
"549","BMU",2008,NA,NA,NA,NA
"550","BMU",2009,NA,NA,NA,NA
"551","BMU",2010,NA,NA,NA,NA
"552","BMU",2011,NA,NA,NA,NA
"553","BMU",2012,NA,NA,NA,NA
"554","BMU",2013,NA,NA,NA,NA
"555","BMU",2014,NA,NA,NA,NA
"556","BMU",2015,NA,NA,NA,NA
"557","BMU",2016,NA,NA,NA,NA
"558","BMU",2017,NA,NA,NA,NA
"559","BMU",2018,NA,NA,NA,NA
"560","BMU",2019,NA,NA,NA,NA
"561","BOL",2000,55.9,75.6,29.6,331
"562","BOL",2001,53.1,71.3,28.7,320
"563","BOL",2002,50.4,67.2,28,309
"564","BOL",2003,47.8,63.3,27.4,297
"565","BOL",2004,45.4,59.6,26.8,283
"566","BOL",2005,43.1,56.2,26.2,271
"567","BOL",2006,40.8,52.9,25.5,258
"568","BOL",2007,38.7,49.8,24.7,246
"569","BOL",2008,36.7,46.9,23.7,234
"570","BOL",2009,34.8,44.1,22.8,222
"571","BOL",2010,33,41.6,21.8,212
"572","BOL",2011,31.2,39.2,20.8,202
"573","BOL",2012,29.6,37,19.9,192
"574","BOL",2013,28,34.9,18.7,184
"575","BOL",2014,26.6,33,17.6,175
"576","BOL",2015,25.4,31.3,16.7,168
"577","BOL",2016,24.3,29.9,15.9,161
"578","BOL",2017,23.2,28.6,15.2,155
"579","BOL",2018,22.3,27.4,14.6,NA
"580","BOL",2019,21.5,26.3,14,NA
